split,item_id,item_idx,phase,base_graph_mean,fused_graph_mean,fused_graph_std,fused_density_gt_1e_6,fused_diag_mean,sparse_branch_density_gt_1e_6,sparse_branch_row_sum_error,local_delta_norm,last_warm_loss,config_name,selected_config_name,final_training_seconds,device
validation,246,163,Warm B,-0.022506652399897575,0.5079873204231262,0.1949966847896576,1.0,1.0,0.3333333333333333,1.1920928955078125e-07,0.2534736394882202,0.22772546112537384,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,246,163,Warm C,-0.03659678250551224,0.5045350790023804,0.19723664224147797,1.0,1.0,0.32098765432098764,1.1920928955078125e-07,0.2425655722618103,0.45558270812034607,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,252,167,Cold,-0.014227809384465218,0.5082674622535706,0.1896437257528305,1.0,1.0,0.38271604938271603,1.1920928955078125e-07,0.0,0.0,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,252,167,Warm A,0.011136275716125965,0.5145958662033081,0.1862826645374298,1.0,1.0,0.4691358024691358,1.1920928955078125e-07,0.25802457332611084,0.46882468461990356,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,252,167,Warm B,0.030486207455396652,0.5187629461288452,0.18593892455101013,1.0,1.0,0.4444444444444444,2.384185791015625e-07,0.4323026239871979,0.47741538286209106,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,252,167,Warm C,0.02481263130903244,0.5172568559646606,0.18515467643737793,1.0,1.0,0.4691358024691358,1.7881393432617188e-07,0.38632768392562866,0.5488585829734802,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,276,185,Cold,-0.007383843883872032,0.5100093483924866,0.18950621783733368,1.0,1.0,0.4074074074074074,2.384185791015625e-07,0.0,0.0,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,276,185,Warm A,0.022569211199879646,0.5176999568939209,0.18645724654197693,1.0,1.0,0.4444444444444444,1.1920928955078125e-07,0.2612372636795044,0.31066104769706726,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,276,185,Warm B,0.028050189837813377,0.5189483761787415,0.18890324234962463,1.0,1.0,0.37037037037037035,1.7881393432617188e-07,0.41158321499824524,0.3998717963695526,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,276,185,Warm C,0.03129497170448303,0.5194542407989502,0.18774884939193726,1.0,1.0,0.41975308641975306,1.7881393432617188e-07,0.4417820870876312,0.43573734164237976,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,281,188,Cold,-0.023177465423941612,0.5075618028640747,0.19393256306648254,1.0,1.0,0.345679012345679,1.1920928955078125e-07,0.0,0.0,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,281,188,Warm A,-0.006125294603407383,0.5121221542358398,0.19400723278522491,1.0,1.0,0.30864197530864196,1.7881393432617188e-07,0.2510037124156952,0.4879663586616516,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,281,188,Warm B,-0.006363969296216965,0.5113692879676819,0.19064714014530182,1.0,1.0,0.37037037037037035,1.1920928955078125e-07,0.22155751287937164,0.6435882449150085,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,281,188,Warm C,-0.010679088532924652,0.5110606551170349,0.1923433095216751,1.0,1.0,0.3333333333333333,1.1920928955078125e-07,0.2704545557498932,0.5569578409194946,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,300,197,Cold,-0.03130531683564186,0.5058678388595581,0.19509978592395782,1.0,1.0,0.345679012345679,1.1920928955078125e-07,0.0,0.0,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,300,197,Warm A,-0.01570543274283409,0.5092191100120544,0.19412752985954285,1.0,1.0,0.3333333333333333,5.960464477539063e-08,0.2439190149307251,0.5507845878601074,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,300,197,Warm B,-0.016631869599223137,0.5088464021682739,0.19655218720436096,1.0,1.0,0.32098765432098764,1.1920928955078125e-07,0.32539036870002747,0.48235416412353516,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,300,197,Warm C,0.003363682422786951,0.5135846734046936,0.19683167338371277,1.0,1.0,0.2716049382716049,1.1920928955078125e-07,0.473817378282547,0.4701748490333557,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,306,201,Cold,-0.03465236350893974,0.5053001642227173,0.19866247475147247,1.0,1.0,0.30864197530864196,5.960464477539063e-08,0.0,0.0,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,306,201,Warm A,-0.018828094005584717,0.5093079805374146,0.2015150934457779,1.0,1.0,0.25925925925925924,1.1920928955078125e-07,0.2499723732471466,0.42951926589012146,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,306,201,Warm B,-0.0005004630656912923,0.5132238268852234,0.2043144404888153,1.0,1.0,0.2222222222222222,1.1920928955078125e-07,0.5082915425300598,0.2653895914554596,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,306,201,Warm C,-0.021280376240611076,0.5089836120605469,0.20285362005233765,1.0,1.0,0.24691358024691357,1.1920928955078125e-07,0.3145153522491455,0.43765392899513245,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,322,212,Cold,-0.022321851924061775,0.507077693939209,0.1934749037027359,1.0,1.0,0.345679012345679,0.0,0.0,0.0,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,322,212,Warm A,-0.03921598568558693,0.5029354095458984,0.19604207575321198,1.0,1.0,0.345679012345679,5.960464477539063e-08,0.24021655321121216,0.6456364393234253,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,322,212,Warm B,-0.0426056832075119,0.5019691586494446,0.1984620988368988,1.0,1.0,0.3333333333333333,1.1920928955078125e-07,0.43283388018608093,0.5638274550437927,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,322,212,Warm C,-0.04232815280556679,0.5025333762168884,0.19555045664310455,1.0,1.0,0.3333333333333333,1.1920928955078125e-07,0.3446303904056549,0.5663381814956665,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
