family,model_label,seed,bundle_id,schema_version,protocol_pointer_sha256,source_status,split,phase,rows,positives,threshold,accuracy,precision,recall,f1,roc_auc,predicted_positive_rate,score_mean,score_std,tp,fp,fn,tn,config_name,variant
dgd,DGD,4517,20260716T184336-s4517-7fa86b77c92c,dgd-model-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm B,57569,23501,0.3722126185894012,0.7040421059945456,0.604252024389457,0.7969873622399047,0.6873646739329884,0.7961477012684434,0.5384321422988066,0.4340775763220685,0.2606530419367182,18730,12267,4771,21801,cfg02_G3_D32,
dgd,DGD,4517,20260716T184336-s4517-7fa86b77c92c,dgd-model-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm C,57569,23501,0.3482060134410858,0.7090795393354062,0.6088736981265921,0.8034977235011276,0.692776167589977,0.8022997918439609,0.5387100696555438,0.4178243358503033,0.2717348312730113,18883,12130,4618,21938,cfg02_G3_D32,
dgd,DGD,7788,20260716T184042-s7788-390ea60260e2,dgd-model-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Cold,57569,23501,0.3068754971027374,0.5033611839705397,0.449556013636724,0.9651078677503084,0.6133895852771355,0.7342521896087729,0.8763744376313641,0.5571301151524195,0.1984301625166512,22681,27771,820,6297,cfg02_G3_D32,
dgd,DGD,7788,20260716T184042-s7788-390ea60260e2,dgd-model-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm A,57569,23501,0.3510192930698395,0.652087060744498,0.5465116279069767,0.8679630654014723,0.6707110563090833,0.7851851157678086,0.6483350414285466,0.4764850188831497,0.23518808931203,20398,16926,3103,17142,cfg02_G3_D32,
dgd,DGD,7788,20260716T184042-s7788-390ea60260e2,dgd-model-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm B,57569,23501,0.3729477524757385,0.7075683093331481,0.608921568627451,0.7928598783030509,0.6888227574351675,0.7986715465911116,0.5315360697597665,0.4326257687919594,0.2599541079941519,18633,11967,4868,22101,cfg02_G3_D32,
dgd,DGD,7788,20260716T184042-s7788-390ea60260e2,dgd-model-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm C,57569,23501,0.3601001501083374,0.7143949000330039,0.616696974706563,0.7936683545381048,0.6940795594090723,0.8041504908844096,0.5253695565321614,0.4176798032088459,0.2690467292060613,18652,11593,4849,22475,cfg02_G3_D32,
dgd,DGD,9999,20260716T184140-s9999-cb03c21a79be,dgd-model-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Cold,57569,23501,0.3196236491203308,0.4894821865934791,0.4428729410395204,0.9713203693459852,0.6083630936517243,0.7296022790583502,0.8953256092688774,0.5862672090633025,0.1918171241709663,22827,28716,674,5352,cfg02_G3_D32,
dgd,DGD,9999,20260716T184140-s9999-cb03c21a79be,dgd-model-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm A,57569,23501,0.3725182116031647,0.6482655595893624,0.5436229006814401,0.8622186289945108,0.6668202385849444,0.7783050466072513,0.647466518438743,0.4925983059676302,0.2328396816704988,20263,17011,3238,17057,cfg02_G3_D32,
dgd,DGD,9999,20260716T184140-s9999-cb03c21a79be,dgd-model-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm B,57569,23501,0.372471809387207,0.7041810696729143,0.6045902699208017,0.7958384749585125,0.6871555588213683,0.7943952289954991,0.5373551737914503,0.436907659671073,0.2607008924465873,18703,12232,4798,21836,cfg02_G3_D32,
dgd,DGD,9999,20260716T184140-s9999-cb03c21a79be,dgd-model-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm C,57569,23501,0.3539842963218689,0.7091490211745904,0.6100883052559549,0.7966895025743586,0.6910131020483484,0.7993740228251762,0.5330820406816168,0.41878599835922,0.2710394286731599,18723,11966,4778,22102,cfg02_G3_D32,
